200 9950
60 29 44
79 79 88
156 29 18
187 91 8
36 124 72
174 95 39
29 3 83
73 151 50
178 41 82
55 114 9
40 187 12
18 110 89
118 41 61
119 52 37
121 36 10
70 101 92
43 3 32
97 194 73
96 181 36
59 172 85
126 9 44
193 7 95
75 156 80
84 68 91
76 106 68
149 82 13
45 155 41
44 129 47
77 71 87
28 168 86
96 16 85
132 165 87
29 54 16
151 70 6
157 121 50
191 113 87
81 35 51
96 171 60
106 82 34
47 23 80
23 167 98
182 60 18
179 0 29
61 141 19
116 136 13
51 81 36
125 74 68
13 194 60
9 88 71
155 173 92
133 168 70
169 47 95
31 74 42
180 158 15
66 111 83
71 186 26
124 18 45
149 102 26
167 110 52
181 72 82
171 64 26
121 63 25
27 190 14
100 13 6
126 89 12
70 188 93
89 111 70
46 90 61
159 150 13
102 22 6
180 15 79
132 133 75
186 192 98
61 56 10
88 33 38
195 9 93
76 142 32
173 83 85
102 171 52
192 95 32
176 46 38
196 48 32
83 122 51
161 153 30
195 27 9
8 14 47
59 62 75
103 95 76
110 109 24
72 135 26
166 80 100
157 117 9
159 199 12
79 32 81
46 181 6
194 96 54
19 147 82
101 54 53
13 12 92
40 182 78
198 128 68
29 25 63
110 64 16
80 94 68
157 142 1
54 73 68
15 62 2
1 183 43
175 125 31
47 40 76
122 172 39
136 135 58
85 1 71
81 2 31
175 195 28
127 178 46
176 107 13
141 104 57
134 181 27
88 45 34
197 107 20
140 188 49
105 76 81
95 28 86
132 107 10
192 63 100
133 10 23
113 174 51
175 176 81
99 85 64
3 74 70
54 188 85
46 177 1
31 71 33
9 160 36
25 17 87
60 85 74
141 48 64
169 185 7
118 76 34
7 181 11
96 65 33
9 48 29
67 130 63
96 90 87
148 152 28
9 94 91
169 69 53
89 135 73
35 14 63
59 95 82
195 17 82
8 41 41
32 108 98
116 102 25
111 134 57
134 124 63
136 140 16
74 70 60
36 122 13
170 40 58
168 80 82
1 125 90
57 166 77
54 2 79
185 40 85
136 17 35
68 174 96
70 19 25
161 124 82
21 127 27
75 85 5
75 116 11
18 61 27
21 183 88
173 37 37
27 185 76
132 171 57
168 121 4
165 162 7
179 111 73
198 175 64
142 193 82
57 94 77
140 113 92
65 84 89
73 124 7
138 187 37
166 174 9
157 160 91
42 24 50
138 27 71
93 35 20
192 35 50
124 57 25
135 196 12
98 122 95
196 170 47
137 53 48
165 19 89
117 114 83
143 165 11
99 72 19
19 198 99
36 148 30
169 55 35
48 6 90
14 127 32
56 53 33
88 47 9
26 123 43
120 174 67
150 72 63
13 7 84
64 27 90
13 154 46
146 63 95
170 3 54
153 46 31
163 56 82
198 30 57
126 137 47
154 156 90
161 188 72
86 117 26
132 72 60
21 10 29
29 91 33
164 17 55
6 28 52
20 36 36
84 151 93
178 183 81
2 150 4
168 116 18
126 140 56
142 14 80
148 71 15
96 112 59
124 94 61
127 82 70
157 182 98
108 151 62
118 83 40
135 184 78
198 123 42
44 5 21
40 30 86
175 103 88
68 65 66
5 170 36
107 66 3
71 4 26
149 87 10
165 64 56
80 136 75
33 130 34
122 116 48
39 197 94
42 13 92
74 45 69
140 174 63
130 31 43
190 163 79
0 97 23
190 177 81
142 88 13
71 18 94
135 137 99
84 48 39
105 13 35
157 6 22
70 84 85
18 161 33
183 174 64
146 145 21
8 136 59
52 90 17
149 21 28
130 18 27
31 114 76
167 22 41
195 97 36
164 130 30
114 6 21
5 178 43
21 66 32
72 18 26
57 135 38
166 128 44
105 134 84
88 14 41
22 8 4
100 61 21
132 95 66
119 176 96
69 109 65
68 131 79
36 159 91
40 115 38
0 78 48
12 104 49
196 126 97
138 107 35
14 37 84
117 23 33
164 93 24
147 146 62
127 101 28
52 25 65
118 82 95
27 122 16
41 164 99
182 61 20
111 121 88
29 61 50
55 173 24
75 125 15
49 161 31
55 78 97
61 61 34
124 164 61
111 166 24
75 123 50
152 181 26
160 14 63
117 178 50
197 138 98
79 174 25
124 103 73
46 101 83
135 94 77
48 146 45
132 142 76
196 92 69
191 41 99
71 41 3
67 53 16
148 129 38
144 24 54
132 62 38
158 96 18
34 163 60
162 77 30
37 60 17
29 169 94
93 115 46
191 164 29
150 86 53
61 22 8
175 26 31
137 152 60
31 125 9
48 85 56
69 124 27
167 69 16
175 164 92
86 40 45
173 103 68
30 151 28
90 143 53
165 151 83
1 98 96
92 74 28
35 161 98
179 184 92
50 96 33
74 126 65
133 59 73
51 179 6
50 53 6
118 142 16
9 79 56
91 21 64
178 2 78
20 97 54
63 84 71
186 7 14
156 99 95
0 170 8
82 12 20
54 100 29
113 18 58
141 53 60
52 174 16
173 188 35
39 59 9
80 16 36
35 29 83
63 4 97
84 64 2
71 80 6
189 76 8
185 128 40
15 28 17
132 46 81
38 135 97
184 177 57
71 93 60
188 137 86
184 38 53
185 4 54
154 175 11
67 33 72
62 46 69
62 86 28
39 53 32
33 91 84
86 107 55
170 141 92
196 68 92
149 10 6
129 131 45
79 66 38
11 60 43
46 105 100
27 111 78
126 16 77
95 35 45
104 77 9
46 134 10
190 182 52
123 31 96
199 95 33
177 152 81
6 59 65
185 181 10
75 17 56
0 73 18
74 193 90
97 46 12
159 40 5
27 178 7
112 44 20
86 11 35
36 74 64
28 2 6
77 98 57
113 40 24
162 0 15
135 102 88
147 80 27
197 79 100
38 169 50
35 103 20
159 99 43
1 186 71
44 1 53
82 76 34
116 19 52
61 62 68
40 7 30
141 73 69
123 147 82
45 191 73
23 32 70
76 55 93
132 162 57
48 65 49
177 10 84
72 110 77
61 120 38
122 164 72
112 101 31
45 54 93
175 147 87
176 104 53
91 121 8
162 95 49
180 96 87
128 14 22
128 163 65
58 139 72
127 113 32
37 36 80
190 44 43
34 158 36
164 141 30
135 85 73
163 150 84
76 89 65
163 147 49
171 150 95
63 108 50
74 168 72
31 64 86
102 47 65
138 87 62
11 116 58
57 190 42
146 26 37
184 88 40
106 108 88
112 97 30
128 126 78
188 186 70
59 82 100
152 155 96
28 132 56
6 22 45
14 161 29
121 153 3
35 84 34
74 50 24
100 191 94
151 104 6
171 62 51
122 74 89
43 185 1
193 36 78
36 19 5
63 24 47
135 59 59
6 171 71
134 197 85
112 114 66
2 162 69
82 101 12
191 191 95
136 91 73
16 170 55
130 199 5
0 0 62
71 137 45
159 93 80
143 161 43
118 78 54
179 181 96
92 8 51
125 159 72
75 106 51
148 165 9
68 135 39
73 148 34
32 73 44
146 92 74
167 125 48
198 36 54
109 79 71
123 119 27
199 160 90
33 61 86
159 85 47
17 162 30
52 63 61
114 139 55
87 140 74
186 19 94
123 165 11
44 9 61
126 126 29
53 11 82
12 84 62
152 50 36
89 6 30
167 100 46
196 52 54
111 80 37
31 34 90
12 191 93
64 135 31
189 117 88
132 66 19
148 145 28
98 56 91
42 162 73
23 141 51
109 199 1
6 191 55
136 126 40
82 91 89
152 188 32
115 92 39
159 183 51
187 72 46
128 49 19
39 184 82
10 166 94
61 171 14
113 163 60
52 107 95
74 32 80
112 70 24
66 74 77
115 113 59
93 139 73
119 158 86
190 121 7
0 124 64
162 28 25
78 165 49
151 158 75
32 70 15
18 133 16
116 156 91
176 149 73
148 177 19
193 101 49
145 112 11
110 7 3
130 75 95
56 114 9
157 61 73
114 5 99
3 62 50
176 142 88
97 42 80
108 121 10
79 53 23
70 39 64
123 182 48
95 165 86
167 130 56
47 104 41
197 142 60
126 132 83
69 191 82
145 95 55
147 136 87
68 52 95
10 32 5
10 178 57
6 172 9
52 78 8
29 50 79
45 81 39
20 133 81
105 54 64
43 158 91
104 156 6
37 190 25
79 169 26
15 181 40
182 194 8
180 53 44
43 9 4
151 181 17
97 183 64
35 149 49
180 9 21
122 45 51
142 186 77
1 141 56
117 47 26
100 132 5
73 20 58
162 140 32
144 198 77
123 151 21
123 17 90
76 163 99
11 64 90
196 164 57
33 1 75
179 119 29
57 197 24
90 25 75
10 122 70
68 177 17
148 52 35
45 2 49
116 123 1
126 172 41
170 44 80
184 27 8
144 190 72
23 86 31
60 115 10
15 78 13
6 52 66
58 80 49
60 63 54
197 133 77
177 0 98
9 147 11
116 16 83
91 190 75
184 87 32
161 125 54
171 90 28
59 61 17
73 103 42
158 126 18
15 105 69
31 83 37
98 7 95
86 139 35
167 95 2
137 149 1
195 67 13
150 12 39
22 51 92
139 166 40
103 0 55
14 78 27
199 6 75
87 134 50
153 158 1
21 44 68
173 147 85
107 152 80
40 178 70
181 81 26
101 134 92
6 6 22
124 176 96
135 80 60
73 9 61
99 83 100
174 104 7
150 66 13
188 139 39
112 175 96
50 140 17
172 165 94
83 107 61
144 73 39
163 124 28
5 123 35
44 85 15
163 57 13
179 135 38
7 152 57
46 23 24
69 157 66
194 33 48
35 27 87
158 168 3
121 117 75
22 155 2
34 174 46
16 73 52
191 59 68
111 20 96
31 60 54
163 52 66
126 185 19
131 131 5
195 85 17
80 27 54
168 109 100
105 67 65
73 117 27
140 194 37
67 129 31
196 82 39
119 110 95
110 3 32
103 8 72
27 0 32
46 35 96
20 76 63
78 95 30
44 193 22
166 133 24
55 194 63
132 22 4
146 154 53
190 199 33
185 163 19
48 20 26
3 176 82
152 57 41
7 7 28
12 110 22
144 170 17
143 194 59
74 71 72
60 98 74
123 41 51
43 199 92
52 175 4
116 32 5
159 95 14
159 38 61
106 85 44
109 171 21
2 121 49
78 110 61
194 35 36
188 146 65
53 14 84
60 41 54
19 83 36
68 78 7
179 168 7
184 137 69
101 122 20
56 194 58
128 112 82
87 93 46
54 116 84
172 115 52
166 27 12
108 64 9
30 142 36
78 104 38
55 162 67
169 162 99
84 46 40
197 141 96
107 181 67
79 33 41
80 59 10
59 156 27
90 181 55
154 183 17
80 0 68
107 88 74
132 164 88
38 142 86
0 151 18
184 125 94
147 45 32
11 178 50
166 118 78
110 10 55
151 142 61
151 13 92
125 106 48
96 97 5
116 34 23
11 78 73
53 91 25
39 84 100
196 133 61
182 182 94
99 84 83
193 176 53
15 107 4
37 175 98
107 73 95
104 138 9
194 39 100
105 116 68
157 155 7
176 123 6
99 124 93
194 120 64
43 20 60
187 56 62
161 46 39
3 14 100
138 0 63
90 18 10
175 145 74
82 199 57
87 165 87
114 114 86
57 119 65
140 101 16
101 50 22
199 25 10
119 162 2
75 131 65
107 36 73
141 111 86
88 146 13
155 142 85
43 57 49
25 60 52
5 25 99
18 5 11
109 16 92
34 32 62
124 127 60
175 174 7
63 160 71
90 99 80
190 98 99
85 88 20
81 111 74
3 158 57
38 74 36
79 101 27
107 153 52
29 21 50
46 87 27
10 27 88
28 166 92
182 151 44
104 172 64
156 178 79
103 77 80
151 64 41
179 98 94
184 65 17
40 132 18
88 196 59
89 102 41
64 88 31
194 82 100
113 7 72
143 79 68
10 23 30
48 184 71
70 3 30
157 90 7
40 60 100
104 152 93
137 157 34
192 76 7
47 136 2
174 43 26
15 193 66
196 114 4
145 62 60
78 73 68
103 133 62
44 113 93
107 171 42
68 61 86
167 64 71
151 74 82
122 51 46
47 167 34
61 119 89
196 118 73
96 109 7
176 26 95
189 5 6
84 176 64
84 29 46
149 127 40
199 108 19
123 79 94
73 8 37
73 153 31
157 176 48
86 84 18
82 131 71
134 192 68
101 57 26
12 116 24
121 105 49
64 178 11
70 141 91
32 173 58
120 90 79
147 152 67
89 84 66
178 193 79
188 176 100
90 45 53
158 166 17
196 73 11
156 2 6
36 41 28
120 45 14
34 195 48
140 44 14
1 25 93
185 89 66
135 181 72
179 96 40
10 89 54
198 17 10
65 122 44
46 40 86
58 99 11
107 82 76
194 41 99
7 150 73
31 44 30
37 6 6
15 133 76
23 108 55
4 139 19
54 129 90
140 166 52
76 148 7
75 173 75
196 53 16
187 96 93
25 61 81
87 77 32
8 196 75
193 62 19
59 3 81
32 75 96
82 193 88
196 151 66
172 0 91
120 183 17
62 47 79
5 21 17
94 145 38
75 148 47
44 10 17
37 125 71
171 190 97
154 76 82
189 67 48
1 123 28
190 178 49
159 151 94
97 153 67
96 76 28
128 129 55
191 66 89
69 193 88
145 19 84
41 96 52
12 47 59
145 79 86
90 2 96
112 108 51
147 90 96
93 28 73
24 158 14
123 52 53
62 39 8
67 66 70
138 186 34
11 119 30
6 92 48
96 148 82
62 75 76
196 10 14
40 124 77
191 124 59
115 116 75
187 169 28
63 169 18
121 69 21
149 54 29
124 147 62
160 163 29
129 135 22
160 158 76
45 177 25
163 95 94
90 88 48
194 188 87
113 15 93
193 65 6
115 9 81
187 87 51
92 22 88
61 38 68
5 147 12
106 196 6
88 22 29
20 95 31
7 165 54
19 33 19
170 104 96
5 73 75
188 1 63
76 125 65
26 143 39
145 61 79
10 67 81
93 65 89
183 155 30
31 80 4
178 14 92
175 49 52
179 12 85
156 140 42
80 65 78
48 143 17
126 177 30
92 93 24
107 12 65
105 30 93
165 198 8
37 165 98
123 85 4
78 116 67
189 10 60
187 123 74
60 1 24
54 145 48
95 72 56
4 137 78
91 79 13
69 178 88
67 95 33
86 50 83
106 116 17
92 176 24
106 43 16
112 53 69
147 11 65
161 166 58
93 187 89
130 149 53
37 15 56
3 50 15
29 175 56
139 8 65
94 58 71
175 41 86
121 96 42
78 186 35
163 92 72
19 26 99
7 86 65
73 110 72
46 111 9
155 168 65
46 114 94
85 83 38
139 88 50
80 41 19
31 120 95
188 82 78
140 119 83
9 165 26
187 163 7
95 117 35
174 124 51
46 9 87
167 44 48
74 82 45
43 153 53
140 92 38
27 72 9
161 54 34
191 167 18
142 46 56
92 137 67
54 3 25
37 50 93
118 19 65
95 22 68
115 42 76
191 132 82
166 63 43
82 17 94
106 29 75
129 191 27
60 69 19
137 150 93
11 41 66
199 156 72
177 161 66
84 148 100
64 101 77
149 111 43
140 98 71
91 159 28
170 7 79
114 131 29
52 189 79
172 92 67
169 41 33
9 148 37
54 160 63
150 53 33
80 133 78
43 144 21
43 173 53
133 140 26
115 197 52
127 105 33
3 148 23
168 57 77
53 29 65
144 114 82
161 138 28
98 181 73
48 173 81
23 119 50
37 70 7
134 57 22
149 144 7
10 72 57
147 27 4
162 29 7
114 186 28
44 102 26
139 46 54
82 92 79
13 142 80
110 166 45
12 38 45
96 99 99
197 128 7
109 117 56
147 55 71
111 88 6
171 98 12
132 167 96
187 147 89
125 16 64
46 175 26
145 83 16
129 127 7
63 89 61
85 129 82
68 191 47
84 112 46
108 116 93
137 154 38
103 118 81
21 77 55
69 64 48
57 24 20
44 115 38
78 128 100
156 45 23
118 119 20
70 124 42
63 156 53
157 143 95
37 19 60
185 28 85
32 121 11
53 31 52
80 18 83
58 8 84
39 177 25
125 193 97
126 75 38
180 92 6
178 55 91
144 140 87
94 53 65
37 54 75
78 145 26
122 28 91
195 134 6
189 104 65
96 68 100
115 86 98
73 174 83
58 34 3
84 93 14
41 58 43
154 193 62
143 39 14
106 109 35
2 147 32
110 187 2
112 168 71
137 0 41
138 195 77
98 178 51
187 59 18
71 26 42
198 96 82
26 57 56
37 4 92
177 52 95
14 153 54
183 144 52
88 145 24
43 79 63
57 48 16
168 26 99
175 48 26
180 90 89
133 160 55
48 92 56
47 100 36
155 104 93
66 94 70
60 67 54
122 162 27
23 103 50
38 177 9
15 147 90
81 118 12
33 83 43
154 129 85
25 163 42
61 32 44
155 122 29
42 27 3
168 60 29
144 184 32
143 1 71
115 189 20
96 137 38
82 10 51
69 74 89
168 78 80
79 118 88
48 47 74
196 38 50
195 2 49
128 65 99
152 1 37
65 114 75
89 44 65
50 188 95
151 55 17
16 134 63
64 58 53
52 135 14
73 105 10
13 140 73
129 162 70
83 45 98
91 144 45
97 35 92
40 140 57
171 119 97
37 120 43
11 80 61
66 65 71
109 128 85
102 42 79
175 82 42
84 66 50
145 24 31
119 194 17
131 59 69
89 163 3
20 81 2
56 168 89
13 28 100
37 91 64
191 0 10
82 192 37
147 117 26
140 57 34
105 27 47
182 146 86
111 124 67
95 114 47
74 139 12
124 59 29
25 35 62
14 97 72
82 48 100
0 134 46
75 170 13
44 104 57
32 149 2
178 82 55
138 149 88
141 125 84
72 2 82
149 66 22
192 106 72
113 22 50
5 195 66
184 21 17
161 56 72
18 129 73
176 48 84
165 43 9
197 22 84
96 9 68
142 27 7
102 181 72
160 41 39
106 18 85
132 42 85
130 166 93
31 24 83
7 38 93
92 35 33
14 7 65
113 198 35
146 97 20
155 94 45
144 39 83
81 152 67
11 36 95
50 94 29
194 125 56
141 8 28
123 183 45
89 45 8
160 122 22
36 194 89
51 154 21
66 129 8
170 147 81
171 20 11
190 122 8
118 136 89
186 193 17
188 142 73
15 18 41
2 131 1
54 20 67
99 62 77
29 36 83
138 85 70
158 141 98
148 6 32
175 139 90
155 47 76
104 54 74
37 102 75
190 19 92
108 77 74
111 102 34
55 73 5
84 146 100
165 113 98
159 141 96
63 9 61
189 99 62
56 197 64
129 112 59
136 191 40
101 77 36
39 20 51
138 82 100
60 160 82
153 3 17
14 54 20
136 149 18
15 183 53
107 43 8
119 0 25
51 40 21
81 97 75
174 199 69
143 76 6
185 53 3
29 184 73
177 145 79
195 100 28
32 37 16
46 196 12
48 99 27
50 138 23
105 66 43
187 17 91
46 154 23
47 77 37
140 167 16
105 69 53
22 152 3
156 129 7
146 64 28
199 198 33
32 9 19
80 93 74
142 24 67
39 147 91
197 49 51
28 28 6
142 57 62
12 41 33
42 11 66
53 107 12
14 67 16
151 155 33
149 129 11
72 130 51
110 31 60
104 197 53
130 174 79
61 7 41
83 57 45
91 46 12
23 116 10
4 13 60
15 35 38
153 40 68
86 118 7
64 180 53
30 47 69
46 38 77
132 144 43
107 113 97
40 131 49
19 161 53
28 54 97
120 138 18
162 70 29
131 65 34
122 78 87
151 37 56
56 67 12
189 100 52
14 147 26
108 91 34
45 197 17
7 32 99
144 99 68
63 139 34
79 154 26
1 75 43
63 45 59
161 109 50
22 198 27
5 83 37
173 184 86
111 52 7
51 37 44
198 64 35
155 176 9
97 55 29
6 19 71
173 16 64
164 40 5
9 185 3
30 67 40
129 169 33
158 74 4
8 119 99
30 92 33
65 57 57
77 189 34
24 70 31
171 69 9
166 68 51
165 146 53
68 2 41
31 115 42
6 187 49
198 185 22
159 147 32
73 1 56
163 38 57
46 92 3
85 184 76
6 45 74
133 61 27
69 45 9
93 63 74
154 197 13
95 32 97
24 176 53
95 119 23
97 78 13
93 51 17
85 151 55
134 38 79
28 186 27
21 166 87
43 62 88
105 131 53
113 160 26
103 114 12
53 38 53
196 145 30
137 27 2
15 126 3
25 109 73
94 69 85
45 148 80
92 171 82
12 69 24
113 185 15
100 128 24
46 1 67
69 14 80
109 46 70
64 166 16
139 97 27
33 26 16
140 159 24
45 35 70
2 77 89
49 150 31
87 92 86
187 153 21
152 59 8
169 182 53
68 154 60
159 113 84
3 85 53
157 29 70
116 38 51
30 9 62
10 40 87
24 196 86
89 20 90
105 33 77
177 166 57
57 177 32
161 66 46
65 189 99
58 122 100
143 77 26
130 65 82
92 98 32
59 176 100
104 31 48
117 118 10
141 62 97
68 187 73
132 81 23
19 80 40
150 148 89
76 98 38
82 115 44
69 97 58
37 183 27
165 183 20
10 1 13
192 131 46
15 60 84
147 131 14
88 154 12
191 14 77
32 174 47
58 167 46
54 52 54
131 181 45
41 124 1
88 29 27
193 20 85
26 163 54
89 136 7
90 28 2
90 0 33
121 191 78
192 113 11
109 184 35
131 43 86
12 74 36
191 131 46
174 92 57
166 24 97
176 177 71
21 160 21
41 112 41
150 31 24
124 195 68
47 14 95
9 60 18
80 131 60
198 99 83
199 113 99
119 18 9
172 17 58
181 103 5
84 127 86
61 195 45
48 27 5
111 186 36
195 188 94
93 120 51
154 54 80
184 93 77
192 112 66
192 10 19
176 147 73
128 58 10
46 110 25
154 140 4
57 127 73
120 81 60
9 154 19
81 139 49
105 148 14
111 136 33
174 98 10
134 174 40
197 162 1
5 87 95
32 46 55
96 81 58
191 15 13
8 0 71
158 114 23
37 137 73
161 99 67
70 144 90
62 74 36
77 190 10
27 167 91
150 47 92
93 123 46
48 172 50
31 134 46
167 2 95
192 126 61
177 195 37
199 18 76
54 159 46
28 192 61
132 192 58
66 22 45
26 116 48
124 89 2
33 0 29
116 33 77
133 110 93
146 116 30
63 65 10
106 93 10
184 55 8
90 161 74
87 65 55
78 101 94
121 49 11
39 106 94
67 176 74
92 13 95
134 33 37
21 65 64
133 102 13
48 153 73
163 2 45
4 66 71
8 144 97
29 138 13
57 155 84
36 126 77
57 85 41
107 140 45
134 186 58
38 96 39
7 149 90
183 25 67
188 160 55
6 118 43
94 189 3
66 143 14
75 31 42
89 37 82
186 125 40
8 161 60
173 96 46
163 78 97
103 170 34
14 186 55
148 112 40
167 170 36
72 171 6
102 147 63
107 22 58
81 197 78
68 132 31
161 157 2
166 51 32
25 152 41
70 64 8
15 4 34
135 163 70
97 82 53
164 62 54
36 195 41
158 49 58
147 78 10
103 6 48
25 106 78
141 194 81
169 42 27
16 66 60
4 51 28
59 81 4
125 64 33
111 104 32
59 85 90
32 40 57
88 161 76
27 62 42
2 98 18
17 49 52
193 32 1
167 56 1
134 55 7
121 170 8
155 33 52
119 56 63
41 61 31
81 192 72
62 126 71
144 4 10
192 136 44
95 23 35
176 12 91
101 195 65
81 137 88
48 33 18
65 108 55
194 80 69
180 182 84
65 65 52
143 111 77
197 161 72
63 116 44
73 157 18
27 21 42
23 175 26
154 10 87
121 143 100
44 27 64
55 107 25
170 135 6
85 68 11
168 64 9
36 106 47
141 106 28
111 57 73
38 187 46
198 80 54
142 6 80
92 39 7
179 164 83
144 181 10
150 187 98
197 53 7
12 167 11
90 125 91
70 26 71
50 58 71
65 112 86
84 192 43
26 180 13
142 50 75
193 93 67
122 92 96
116 22 91
140 19 55
151 179 40
107 35 13
154 124 6
133 25 9
55 113 23
44 20 26
44 6 88
137 75 88
11 67 4
8 124 87
126 119 41
15 86 59
101 131 63
6 113 97
12 92 94
134 121 93
190 66 5
150 40 1
32 186 79
183 152 56
172 70 68
150 131 8
51 126 9
55 36 49
198 126 2
22 65 22
144 151 34
135 33 13
56 80 97
1 132 15
129 183 7
71 173 68
187 86 23
81 86 91
161 64 63
148 10 34
44 105 35
99 122 31
99 61 54
150 67 72
122 184 61
82 19 33
5 185 68
53 147 48
23 58 94
103 185 66
107 26 19
146 153 54
182 79 72
121 48 51
44 22 29
66 85 99
196 19 22
164 147 48
118 113 7
168 154 26
178 123 64
28 110 36
135 18 26
105 161 71
85 36 85
58 176 60
67 111 14
90 58 69
161 150 82
39 34 83
89 51 51
193 45 11
9 166 53
74 55 49
96 78 46
69 26 84
120 184 21
197 35 88
169 170 10
120 146 35
146 142 59
122 29 88
135 63 28
68 79 49
92 170 43
105 92 36
186 104 92
169 176 18
82 68 12
84 103 17
155 71 71
137 174 94
39 14 46
7 31 16
137 148 31
183 47 78
71 101 96
83 121 62
84 45 15
101 194 8
82 116 77
89 38 52
190 169 32
6 46 61
115 72 58
189 86 58
15 11 45
90 57 9
23 65 70
159 34 34
55 124 92
60 186 93
113 92 61
96 19 95
6 55 3
162 24 85
187 168 37
125 22 8
19 57 76
46 45 20
157 134 18
22 42 28
71 116 52
84 73 49
181 128 86
41 195 3
174 149 39
46 159 29
76 53 26
121 40 26
10 144 74
141 176 1
88 40 30
105 53 43
195 54 41
55 166 48
173 56 3
197 19 4
35 57 38
5 191 42
62 120 93
120 5 9
169 3 55
49 64 59
130 142 26
120 66 87
114 87 7
116 141 30
64 0 80
156 41 8
195 169 95
58 164 66
136 195 11
104 118 94
152 14 42
140 160 69
166 85 34
8 155 85
51 105 46
32 104 82
126 173 74
93 170 52
62 184 38
196 160 10
61 121 99
133 190 100
47 44 31
46 60 68
121 51 83
72 185 8
161 155 33
196 50 63
42 105 93
128 55 68
111 140 92
162 166 3
79 88 80
58 13 92
112 181 34
194 28 6
79 178 73
44 70 85
178 17 64
22 26 22
89 181 14
35 147 75
127 181 6
85 93 31
74 136 50
165 174 100
136 108 25
34 199 59
175 11 78
77 123 38
194 129 31
65 17 18
100 177 56
77 165 9
71 190 74
149 11 33
26 102 22
124 45 25
158 60 38
104 75 93
153 93 48
193 22 56
196 197 79
113 91 74
32 189 31
89 17 85
48 21 67
159 41 10
164 148 2
40 125 35
115 7 15
136 23 55
38 50 51
41 125 11
67 121 72
89 36 17
48 126 25
183 89 6
29 191 79
91 32 24
94 86 50
46 81 47
60 60 68
85 38 69
177 11 70
152 13 9
13 25 88
19 43 50
196 89 79
87 119 31
63 97 62
121 101 23
156 117 82
23 90 45
63 66 94
56 124 8
111 116 4
191 8 29
155 149 72
45 104 34
75 8 43
75 72 74
114 118 76
193 126 24
22 34 8
178 120 55
106 160 84
2 133 56
113 47 64
189 160 76
98 193 76
111 178 78
146 35 50
191 16 20
54 44 28
110 22 36
169 78 100
35 60 44
144 98 73
35 73 49
8 133 49
137 61 16
85 72 95
122 146 34
164 143 22
109 52 6
149 93 9
176 183 16
70 10 84
102 27 17
181 18 45
134 20 21
49 34 60
108 72 11
18 174 12
163 180 6
164 8 14
57 154 74
186 127 64
17 112 91
32 162 35
93 57 64
32 171 92
142 83 34
82 122 84
76 146 27
154 49 88
21 106 6
24 114 46
166 170 15
20 45 16
118 14 57
26 17 28
113 121 53
169 107 31
6 129 52
106 121 5
137 124 98
92 132 43
32 105 90
4 189 24
99 101 97
178 73 94
170 132 54
38 110 74
93 101 48
9 181 57
76 112 57
189 55 51
21 22 22
71 175 95
120 157 48
147 97 81
193 16 19
7 20 24
122 143 73
86 127 31
18 188 12
47 132 17
151 40 67
30 146 91
62 36 59
111 44 8
56 42 20
173 118 46
184 54 54
49 136 36
150 20 70
39 55 4
171 87 43
171 81 21
88 72 69
186 62 82
133 159 11
41 62 67
141 44 69
94 95 7
32 57 53
80 114 38
60 124 29
170 46 10
136 68 52
44 196 75
55 45 22
151 89 55
169 175 15
141 193 49
140 115 33
88 23 33
1 87 81
24 73 100
5 61 31
5 37 93
117 103 42
170 189 94
128 45 86
129 64 27
2 197 52
62 29 38
1 154 36
128 41 37
123 88 92
159 26 80
132 140 36
158 70 26
178 75 95
171 99 31
76 140 78
182 158 98
119 157 21
75 166 49
55 175 54
20 138 59
127 115 61
100 81 9
115 191 37
121 182 90
13 161 31
54 133 26
144 152 23
171 195 21
137 94 61
1 41 62
22 4 79
105 181 8
18 53 10
5 85 59
93 59 12
27 149 4
21 161 95
93 102 74
153 63 56
164 135 20
109 31 69
115 103 56
57 59 65
80 187 21
184 196 45
50 27 19
32 147 78
85 78 31
122 177 65
3 48 15
28 33 94
31 38 57
127 56 7
112 111 1
5 17 60
111 3 57
138 81 42
180 31 93
91 179 61
199 184 37
140 30 61
122 126 90
82 144 46
149 15 36
11 125 57
20 72 3
29 42 89
51 180 87
154 91 40
194 196 85
2 38 24
11 181 35
27 17 27
131 167 27
46 68 53
123 185 72
60 143 62
74 167 73
130 39 16
166 197 77
3 196 45
18 46 60
9 1 82
168 88 54
53 146 77
88 44 32
133 143 14
102 7 39
89 133 36
180 118 50
126 21 58
2 25 23
22 31 20
180 140 64
136 171 32
125 39 8
118 101 15
113 90 44
58 10 3
57 165 99
117 171 58
6 160 33
95 166 56
10 83 93
38 87 28
193 53 20
78 190 91
27 47 20
80 64 72
161 107 42
51 177 25
21 90 35
60 89 63
101 144 34
68 48 18
178 13 43
90 119 73
104 165 88
20 151 47
125 136 37
24 119 96
50 149 53
190 148 38
1 43 67
163 66 64
197 43 84
149 85 18
102 80 27
146 56 2
41 109 56
45 21 64
100 160 37
72 190 22
168 156 69
80 175 97
188 43 83
41 27 52
60 33 95
152 114 73
95 127 22
97 100 59
26 20 22
177 114 79
158 173 45
106 13 85
136 132 3
106 34 30
45 134 67
86 134 79
123 45 23
22 136 14
33 131 9
166 30 55
152 115 39
172 105 39
174 11 46
73 98 44
175 183 46
3 76 95
199 66 59
14 19 84
64 37 7
120 139 95
110 77 56
138 75 48
129 174 90
30 38 89
130 185 33
155 93 76
102 73 39
91 192 45
